source	title	description	url	publishedAt	content	final movie	final topic	Notes	coder 1	coder 2	movie 1	movie 2	topic 1	topic 2
The A.V. Club	Godzilla Minus One review: The monster roars louder than ever	Nearly 70 years and more than 35 films into the series, it’s a testament to the enduring appeal of a skyscraper-sized lizard that Godzilla movies can still surprise you. He may not be the most flexible nuclear-powered dinosaur, but the concept is undeniably m…	https://www.avclub.com/godzilla-minus-one-review-the-monster-roars-louder-tha-1851043171	2023-11-27T14:00:00Z	Nearly 70 years and more than 35 films into the series, its a testament to the enduring appeal of a skyscraper-sized lizard that Godzilla movies can still surprise you. He may not be the most flexibl… [+4506 chars]	Godzilla	Plot							
Deadline	Deadline Launches Streaming Site For Sound & Screen: Film	The 2023 edition of Deadline’s live-music event Sound & Screen: Film hit the stage November 9 showcasing the songs and scores from 12 of the ramping-up awards season’s buzziest movies. Panelists and performances came from the likes of Diane Warren and Mark Ro…	https://deadline.com/2023/11/2023-sound-and-screen-streaming-site-1235601098/	2023-11-13T18:00:00Z	The 2023 edition of Deadline’s live-music event Sound &amp; Screen: Film hit the stage November 9 showcasing the songs and scores from 12 of the ramping-up awards season’s buzziest movies. Panelists … [+845 chars]	NM	Awards							
Just Jared	Leonardo DiCaprio's Top 10 Highest-Grossing Movies (They All Made Over $100 Million!)	Leonardo DiCaprio has had himself quite the career, appearing in many lucrative films! The 49-year-old actor recently starred in Martin Scorsese‘s Killers of the Flower Moon, which has brought in $66.5 million domestically. Over the years, Leo has garnered a …	https://www.justjared.com/2023/12/05/leonardo-dicaprios-top-10-highest-grossing-movies-they-all-made-over-100-million/	2023-12-05T07:22:38Z	Leonardo DiCaprio has had himself quite the career, appearing in many lucrative films! The 49-year-old actor recently starred in Martin Scorsese‘s Killers of the Flower Moon, which has brought in $6… [+550 chars]	KOTFM	NR							
Deadline	Gotham Awards Winners List – Updating Live	The Gotham Awards, among the first of the movie-kudos season, is underway at Cipriani Wall Street in Manhattan. Deadline will be updating the winners list as they are announced. The first trophy of the night went to Anatomy of a Fall for Best Screenplay, penn…	https://deadline.com/2023/11/gotham-awards-2023-winners-list-1235638894/	2023-11-28T00:13:56Z	The Gotham Awards, among the first of the movie-kudos season, is underway at Cipriani Wall Street in Manhattan. Deadline will be updating the winners list as they are announced. The first trophy of … [+7065 chars]	NM								
iMore	Here's how to watch Killers of the Flower Moon at home today — rent or buy	Killers of the Flower Moon is available on streaming today, but not on Apple TV Plus like we all expected.	https://www.imore.com/music-movies-tv/heres-how-to-watch-killers-of-the-flower-moon-at-home-today-rent-or-buy	2023-12-05T11:04:38Z	Martin Scorsese’s Killers of the Flower Moon  is finally available on streaming services, but you’ll have to pay to watch the highly-anticipated epic as it’s still unavailable on Apple TV Plus. Kil… [+2747 chars]	KOTFM	Streaming							
Bleeding Cool News	Hunger Games Wins Thanksgiving Weekend Box Office	Hunger Games: The Ballad of Songbirds & Snakes held off some stiff competition this holiday box office weekend to stay number one. The prequel added $42 million over the five-day holiday period, Pushing it close to the $100 million mark in its first two weeke…	https://bleedingcool.com/movies/weekend-box-office-hunger-games-wish-disney-napoleon/	2023-11-26T22:47:08Z	Posted in: Box Office, Movies | Tagged: Hunger Games: The Ballad of Songbirds and Snakes, napoleon, Weekend Box Office, wish Hunger Games won its second straight Weekend Box Office, holding off the … [+3178 chars]	HG	Box							
IndieWire	AFI Names 10 Best Films and TV Series of 2023: ‘Barbie,’ ‘Past Lives,’ ‘Oppenheimer,’ ‘Succession,’ ‘Beef,’ and More	The American Film Institute has announced its annual AFI Awards, including the best film and TV of the year.	https://www.indiewire.com/awards/results/2023-afi-top-10-films-tv-shows-list-1234932652/	2023-12-07T19:00:00Z	The American Film Institute (AFI) has announced its annual list of best films and TV for the past year. The 2023 honorees include summer smash hits “Barbie” and “Oppenheimer”; plus streamer-backed fa… [+3516 chars]	NM								
/FILM	Taika Waititi's Next Goal Wins Is 2023's Latest Box Office Bomb	Despite its low budget, Taika Waititi&amp;#39;s delayed sports comedy Next Goal Wins is unlikely to recoup its costs at the box office. But what went wrong, exactly?	https://www.slashfilm.com/1451305/taika-waititi-next-goal-wins-box-office-bomb/	2023-11-20T19:00:13Z	Is it fair to say that Taika Waititi has lost a bit of his luster lately? Once having flown high on the strength of his early indies ("Eagle vs Shark," "Boy," and "What We Do in the Shadows" hive ris… [+1591 chars]	NM								
Vox	The Ballad of Songbirds & Snakes might be the best Hunger Games movie yet	The Hunger Games: The Ballad of Songbirds & Snakes finds a new wrinkle in a story we thought we knew.	https://www.vox.com/culture/2023/11/17/23965577/hunger-games-songbirds-snakes-movie-review	2023-11-17T18:15:00Z	When Mockingjay: Part II, the last Hunger Games movie, was released in 2015, Barack Obama was president, Taylor Swifts original 1989 album was the only version in existence, and Jon Snow was maybe de… [+9578 chars]	HG	Plot							
Screen Rant	Godzilla Minus One Sequel Chances Following Shocking Ending Reveal Addressed By Director	Godzilla Minus One director, writer, and visual effects designer Takashi Yamazaki addresses the possibility of the new monster movie getting a sequel.	https://screenrant.com/godzilla-minus-one-2-movie-sequel-future-director-response/	2023-12-07T20:14:46Z	Warning: This article contains spoilers for Godzilla Minus One. Summary <ul><li> The director of Godzilla Minus One expressed his desire to make a sequel after fulfilling his dream of making a Godz… [+1609 chars]	Godzilla	Plot							
Biztoc.com	‘Hunger Games: Ballad Of Songbirds & Snakes’: Spotify A Key Partner In Country Music Infused Prequel	Music has continually been a facet of Lionsgate‘s $3 billion Hunger Games franchise going back to ditties from Taylor Swift, Coldplay and Lorde, and with today’s theatrical release of Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes, the studio …	https://biztoc.com/x/d292e45dd90a3923	2023-11-17T17:10:33Z	Music has continually been a facet of Lionsgates $3 billion Hunger Games franchise going back to ditties from Taylor Swift, Coldplay and Lorde, and with todays theatrical release of Lionsgates The Hu… [+301 chars]	HG	Prod							
Deadline	Olivia Rodrigo Drops ‘Can’t Catch Me Now’ Music Video For ‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Soundtrack	Olivia Rodrigo is contributing her music to the soundtrack for The Hunger Games: The Ballad of Songbirds & Snakes with “Can’t Catch Me Now.” The High School Musical: The Musical: The Series alum attended the premiere of the film in L.A. as her music video als…	https://deadline.com/2023/11/olivia-rodrigo-cant-catch-me-now-music-video-the-hunger-games-the-ballad-of-songbirds-and-snakes-soundtrack-1235603759/	2023-11-14T04:15:51Z	Olivia Rodrigo is contributing her music to the soundtrack for The Hunger Games: The Ballad of Songbirds &amp; Snakes with “Can’t Catch Me Now.”  The High School Musical: The Musical: The Series alu… [+1972 chars]	HG	Prod	Promo?						
ComingSoon.net	Killers of the Flower Moon Digital & PVOD Release Date Announced	Paramount Home Entertainment has announced the Killers of the Flower Moon digital release for Martin Scorsese’s newest crime drama epic starring Leonardo DiCaprio and Lily Gladstone. This comes after over a month since the film’s October 20 wide release. Kill…	https://www.comingsoon.net/movies/news/1425297-killers-of-the-flower-moon-digital-pvod-release-date	2023-12-04T19:23:03Z	Paramount Home Entertainment has announced the Killers of the Flower Moon digital release for Martin Scorseses newest crime drama epic starring Leonardo DiCaprio and Lily Gladstone. This comes after … [+1643 chars]	KOTFM	Streaming							
Just Jared	Tina Knowles Posts Sweet Moment Beyonce & Blue Ivy Shared on Red Carpet at London Premiere	Beyonce and Blue Ivy shared a precious moment on the red carpet, and Tina Knowles is posting it for the world to see! If you were unaware, the “Break My Soul” icon is in London, England for the premiere of her movie Renaissance: A Film By Beyonce on Thursday …	https://www.justjared.com/2023/11/30/tina-knowles-posts-sweet-moment-beyonce-blue-ivy-shared-on-red-carpet-at-london-premiere/	2023-12-01T00:06:24Z	Beyonce and Blue Ivy shared a precious moment on the red carpet, and Tina Knowles is posting it for the world to see! If you were unaware, the “Break My Soul” icon is in London, England for the prem… [+1157 chars]	Renaissance	NR							
Deadline	‘Killers Of The Flower Moon’ Star Lily Gladstone Warns Indigenous Viewers Of Film’s Traumatic Impact	Killers of the Flower Moon star Lily Gladstone is encouraging Indigenous viewers to watch the Martin Scorsese film “when and only if you feel ready.” The film looks at 1920s Oklahoma and the murder of dozens of the Osage people in an attempt to steal their we…	https://deadline.com/2023/11/killers-of-the-flower-moon-star-lily-gladstone-warns-indigenous-viewers-1235600141/	2023-11-10T23:44:02Z	Killers of the Flower Moon star Lily Gladstone is encouraging Indigenous viewers to watch the Martin Scorsese film “when and only if you feel ready.” The film looks at 1920s Oklahoma and the murder … [+1489 chars]	KOTFM	Plot							
ComingSoon.net	Napoleon Box Office Prediction: Will It Flop or Succeed?	Joaquin Phoenix’s Napoleon hits the theaters soon, and fans wish to find out how it will perform at the box office. Will the latest Apple TV movie flop, or will it succeed? Here’s a prediction based on the current projections. How Much Money is Napoleon predi…	https://www.comingsoon.net/guides/news/1408312-napoleon-box-office-prediction-flop-succeed-apple-tv	2023-11-20T17:07:05Z	Joaquin Phoenixs Napoleon hits the theaters soon, and fans wish to find out how it will perform at the box office. Will the latest Apple TV movie flop, or will it succeed? Heres a prediction based on… [+1855 chars]	Napoleon	Box							
BBC News	Napoleon Bonaparte's hat to go on sale at Paris auction	The black bicorne felt hat was a trademark of the French emperor, and is expected to fetch up to €800,000.	https://www.bbc.co.uk/news/world-europe-67465802	2023-11-19T00:23:07Z	A hat belonging to Napoleon Bonaparte when he ruled the French empire in the 19th Century will go on sale at auction in Paris on Sunday. The bicorne black beaver felt hat is valued between 600,000 a… [+1535 chars]	NR								
Marginalrevolution.com	Saturday assorted links	1. “The World Bank estimates that crime costs South Africa 10% of GDP annually.”  Link here. 2. An analysis of Geert Wilders.  People don’t like deductibles! 3. An unreasonable and offensive rant against Millennials. 4. Advance raves for Godzilla Minus One.  …	https://marginalrevolution.com/marginalrevolution/2023/11/saturday-assorted-links-433.html	2023-11-25T16:57:04Z	1. “The World Bank estimates that crime costs South Africa 10% of GDP annually.”  Link here. 2. An analysis of Geert Wilders.  People don’t like deductibles! 3. An unreasonable and offensive rant a… [+530 chars]	NR								
Vanity Fair	Teen Dystopian Movies Ranked, From ‘The Hunger Games’ to ‘Divergent’	As ‘The Hunger Games: The Ballad of Songbirds & Snakes’ enters the canon, a ranking of postapocalyptic movies adapted from dystopian YA novels—from the utterly bleak to the genre peak.	https://www.vanityfair.com/hollywood/2016/03/young-adult-dystopia-movies-ranking	2023-11-15T20:24:00Z	With the release of The Hunger Games: The Ballad of Songbirds &amp; Snakes, a new entry into the canon of dystopian movies adapted from YA-targeted novels has arrived. Though these sorts of movies ar… [+2209 chars]	HG	Plot							
Screen Rant	7 Box Office Records Broken By Godzilla Minus One	Godzilla Minus One has been a massive commercial success since its release, and here are all seven box office records the film has broken so far.	https://screenrant.com/godzilla-minus-one-movie-box-office-records-broken/	2023-12-09T15:40:15Z	Summary <ul><li> Godzilla Minus One has shattered box office records, including the biggest domestic opening for a foreign-language movie in 2023. </li><li> It is the second-highest debut for a live… [+7161 chars]	Godzilla	Box							
Just Jared	These Are Fans' 10 Favorite Leonardo DiCaprio Movies (& 'Titanic' Doesn't Even Make the List!)	Cinephiles have shared their opinions about Leonardo DiCaprio‘s movies! The Oscar-winning actor burst onto the Hollywood scene in the 1990s with his roles in What’s Eating Gilbert Grape and Titanic, which catapulted Leonardo to the A-list status he has retain…	https://www.justjared.com/2023/11/11/these-are-fans-10-favorite-leonardo-dicaprio-movies-titanic-doesnt-even-make-the-list/	2023-11-12T04:00:47Z	Cinephiles have shared their opinions about Leonardo DiCaprio‘s movies! The Oscar-winning actor burst onto the Hollywood scene in the 1990s with his roles in What’s Eating Gilbert Grape and Titanic,… [+445 chars]	NM								
Deadline	‘Renaissance: A Film By Beyoncé’ Brightens Up Thursday With $5M Previews; 99% Positive Audience Exits – Box Office	AMC Entertainment’s second concert film theatrical release, Renaissance: A Film by Beyonce, fired up last night with $5M previews from showtimes that began at 7PM. While that figure is higher than the Thursday night previews for AMC’s Taylor Swift: The Eras T…	https://deadline.com/2023/12/box-office-renaissance-a-film-by-beyonce-godzilla-minus-one-hunger-games-1235647651/	2023-12-01T15:51:05Z	AMC Entertainment’s second concert film theatrical release, Renaissance: A Film by Beyonce, fired up last night with $5M previews from showtimes that began at 7PM. While that figure is higher than th… [+1339 chars]	Renaissance	Box							
Digital Trends	What went wrong with The Marvels? 5 reasons why the MCU is in trouble	After a disastrous opening reception, many are asking this question: What went wrong with The Marvels? Here are 5 reasons why the latest MCU movie flopped.	https://www.digitaltrends.com/movies/what-went-wrong-with-the-marvels-five-reasons-why-the-mcu-is-in-trouble/	2023-11-11T18:15:04Z	The Marvels | Final Trailer | In Theaters Friday Marvel and Disney are always scouring the press to get a good pull quote for their films. So for The Marvels, this is what they can use from us here … [+5566 chars]	Marvels	Box							
/FILM	The Marvels Pays Off The Worst Part Of Secret Invasion Ending (Kind Of)	Secret Invasion never really explained why Skrulls couldn&amp;#39;t have a place of their own on Earth like New Asgard, and The Marvels actually rectifies that.	https://www.slashfilm.com/1441875/the-marvels-kinda-pays-off-worst-part-secret-invasion-ending/	2023-11-10T19:00:00Z	Warning: This article contains spoilers for "The Marvels." Leave it to the Marvel Cinematic Universe to use their 33rd film in the franchise as a sequel (of sorts) to several properties across multi… [+1625 chars]	Marvels	Plot							
MobileSyrup	Martin Scorsese’s Killers of the Moon hits Apple TV+ December 5	Apple’s original critically-acclaimed film Killers of the Moon hits Apple TV+ on December 5th. Killers of the Flower Moon is a 2023 American western crime drama based on the 2017 non-fiction book of the same name. It’s set in 1920s Oklahoma and focuses on the…	https://mobilesyrup.com/2023/12/04/killer-of-the-moon-apple-tv-plus-december-5/	2023-12-04T22:55:44Z	Apple’s original critically-acclaimed film Killers of the Moon hits Apple TV+ on December 5th. Killers of the Flower Moon is a 2023 American western crime drama based on the 2017 non-fiction book of… [+556 chars]	KOTFM	Streaming							
Deadline	‘Killers Of The Flower Moon’ Named Best Film By The National Board Of Review	Martin Scorsese’s Western historical epic Killers of the Flower Moon on Wednesday was named Best Film by the National Board of Review, the second major awards honor for the Apple Original Films pic this week after it also won the top prize from the New York F…	https://deadline.com/2023/12/2023-national-board-of-review-winners-list-1235654653/	2023-12-06T19:30:34Z	Martin Scorsese‘s Western historical epic Killers of the Flower Moon on Wednesday was named Best Film by the National Board of Review, the second major awards honor for the Apple Original Films pic t… [+3632 chars]	KOTFM	Plot							
The American Conservative	A Little Race War	Martin Scorsese’s Killers of the Flower Moon says the usual things about America’s racial demons, and says some of them well. The post  A Little Race War appeared first on The American Conservative.	https://www.theamericanconservative.com/a-little-race-war/	2023-11-11T05:05:00Z	Martin Scorsese in his old age has pulled off a remarkable feat: He has crafted a 206-minute movie about the Osage Nation that does not include a single Osage character. Killers of the Flower Moon ha… [+4545 chars]	KOTFM	Plot							
ComingSoon.net	The Hunger Games Prequel Movie Popcorn Bucket: Where to Buy the Container & Cup?	As the theatrical release of The Hunger Games: The Ballad of Songbirds & Snakes is approaching, fans want to know where they can get their hands on the film’s limited edition popcorn bucket and cup. Here is all you need to know. Where to buy The Hunger Games:…	https://www.comingsoon.net/guides/news/1400250-the-hunger-games-prequel-movie-popcorn-bucket-cup-where-to-buy	2023-11-13T15:02:46Z	As the theatrical release of The Hunger Games: The Ballad of Songbirds &amp; Snakes is approaching, fans want to know where they can get their hands on the films limited edition popcorn bucket and cu… [+1962 chars]	HG	Promo							
ComingSoon.net	Killers of the Flower Moon Writer Hired by Denis Villeneuve for Mystery Space Movie	Killers of the Flower Moon writer Eric Roth recently revealed that he has written a mysterious movie for Dune director Denis Villeneuve. During a recent appearance on the “A Script Apart” podcast, Roth said that he isn’t sure what will happen with the project…	https://www.comingsoon.net/movies/news/1416072-killers-of-the-flower-moon-writer-hired-by-denis-villeneuve-for-mystery-space-movie	2023-11-27T22:41:05Z	Killers of the Flower Moon writer Eric Roth recently revealed that he has written a mysterious movie for Dune director Denis Villeneuve. During a recent appearance on the A Script Apart podcast, Rot… [+1513 chars]	KOTFM	NR							
Screen Rant	How Much The Hunger Games: The Ballad Of Songbirds & Snakes Cost To Make & What Box Office It Needs	The Ballad of Songbirds &amp; Snakes continues the Hunger Games franchise story. Is it expected to do well at the box office? We break down the numbers.	https://screenrant.com/hunger-games-ballad-songbirds-snakes-budget-box-office-prediction/	2023-11-15T14:50:20Z	Summary <ul><li> Despite strikes and a high production cost, The Hunger Games prequel is set for a good opening weekend at the box office. </li><li> Reviews for The Ballad of Songbirds and Snakes ha… [+3667 chars]	HG	Box							
HipHopDX	Boosie Badazz Enraged By 'Killers Of The Flower Moon' Movie: 'This P-sses Me The F-ck Off'	Boosie Badazz shared his thoughts on Martin Scorsese's 'Killers of the Flower Moon,' revealing he "hated" the contents of the movie.	https://hiphopdx.com/news/boosie-badazz-killers-flower-moon-angry	2023-11-10T18:00:40Z	Boosie Badazz has been left seething after watching Killers of the Flower Moon. The Baton Rouge rapper took to X on Thursday (November 9) to share his thoughts on Martin Scorseses new Western crime … [+1988 chars]	KOTFM	Plot							
Screen Rant	Trolls Band Together Review: Slick But Soulless Production Still Appeals To Kids	Trolls Band Together shows clear signs of franchise fatigue, but a few new songs and vivid animation choices keep it afloat a little longer.	https://screenrant.com/trolls-band-together-review/	2023-11-14T15:00:22Z	Summary <ul><li> The central theme of Trolls Band Together is the importance of family, which is portrayed in a not-so-subtle manner throughout the movie. </li><li> While the animation and new chara… [+5038 chars]	Trolls	Plot							
Screen Rant	Five Nights At Freddy's 2's "Even Bigger" Plan Teased By Villain Actor: "I'm Excited To See When They Greenlight [It]"	A Five Nights at Freddy's star expresses his excitement over the potential for Five Nights at Freddy's 2 to be even bigger and more successful.	https://screenrant.com/five-nights-at-freddys-2-movie-plans-matthew-lillard-response/	2023-11-11T14:26:06Z	Summary <ul><li> According to star Matthew Lillard, Five Nights at Freddy's' day-and-date release on Peacock hurt its second weekend and will probably hurt its third. </li><li> Lillard reflects on t… [+3761 chars]	FNAF	NR							
IGN	Trolls Band Together Review	Justin Timberlake and Anna Kendrick's high-energy mash-ups are starting to sound the same.	https://www.ign.com/articles/trolls-band-together-review	2023-11-17T17:29:11Z	You have to hand it to the Trolls movies: Though theyre technically a craven bit of IP-mining, theres nothing about a once-faddish line of extravagantly coiffed dolls that suggests it would make sens… [+4633 chars]	Trolls	Plot							
Consequence.net	Robert De Niro Blasts Apple for Editing Gotham Awards Speech	Apple apparently removed a political portion of De Niro's speech without his knowledge. Robert De Niro Blasts Apple for Editing Gotham Awards Speech Scoop Harrison	https://consequence.net/2023/11/robert-de-niro-apple-gotham-awards/	2023-11-28T03:58:27Z	Robert De Niro blasted Apple, the studio behind his latest film Killers of the Flower Moon, after the company apparently edited his speech at the Gotham Awards — without his knowledge. De Niro was o… [+1881 chars]	NR								
IndieWire	Only One 2023 Movie with a Budget Over $200 Million Has Made a Profit (So Far) This Year	And there's no assurance that others will follow suit. As "Wish" and "Napoleon" join the $200 Million Club, we examine the increasingly slippery slope of making money on very big-budget movies.	https://www.indiewire.com/news/box-office/2023-movies-200-million-budget-1234928420/	2023-11-27T19:00:00Z	With animated tale “Wish” (Disney) and Amazon’s historical epic “Napoleon” (Sony) both opening last week on November 22, we now have 13 releases in 2023 that cost $200 million or more; when “Aquaman … [+6602 chars]	Napoleon, Wish	Box							
Screen Rant	Is Godzilla Minus One The Best Godzilla Movie? 10 Biggest Takeaways From Reviews	Godzilla Minus One has garnered rave reviews from critics and fans, and its reviews provide insight into the reasons why it's been so well-received.	https://screenrant.com/godzilla-minus-one-reviews-rotten-tomatoes-best-movie/	2023-12-02T23:45:22Z	Summary <ul><li> Godzilla Minus One returns the iconic monster to his roots, treating the character with intelligence and restoring his necessary gravitas. (100 characters) </li><li> The film succes… [+10403 chars]	Godzilla	Plot							
Polygon	The big questions we had after The Marvels, and a few answers	What was up with Dar-Benn (not Darbin!), Maria Rambeau, Monica’s costume, Captain Marvel’s MCU timeline, the Secret Invasion connections, and more.	https://www.polygon.com/23955522/marvels-dar-benn-flerkens-ultimate-weapon-aladna	2023-11-10T19:02:12Z	The Marvels is the most unexpected fun weve had at a Marvel Cinematic Universe movie in a while, but the admittedly rushed, choppy storyline left us with some questions. What was Dar-Benns whole deal… [+7917 chars]	Marvels	Plot							
IndieWire	Timothée Chalamet Sings of a ‘World of Shameless Self-Promotion’ Post-Strike and Is a Sleep Demon Troye Sivan on ‘SNL’	The episode's standout features Chalamet as the "gay-famous" Australian pop star.	https://www.indiewire.com/news/general-news/timothee-chalamet-snl-best-moments-cold-open-1234925624/	2023-11-12T13:32:30Z	Is Troye Sivan more than just… “gay-famous”? “Saturday Night Live” made that case on the fourth episode of Season 49 when Timothée Chalamet, making his second appearance as a host in Studio 8H, took… [+1695 chars]	NR								
The A.V. Club	Every Godzilla film, ranked from worst to best	Across four eras—Showa, Heisei, Millenium, and Reiwa—Godzilla has helped chart the course of both a country and a culture, speaking to the fears, hopes, and most fantastical dreams of the Japanese people. Toho’s Godzilla films have captivated the world for ne…	https://www.avclub.com/all-godzilla-movies-ranked-1851041627	2023-11-30T13:00:00Z	Across four erasShowa, Heisei, Millenium, and ReiwaGodzilla has helped chart the course of both a country and a culture, speaking to the fears, hopes, and most fantastical dreams of the Japanese peop… [+818 chars]	NM	Plot							
IndieWire	In the ‘Hunger Games’ of Box Office, ‘Napoleon’ and ‘Wish’ Fall Short of #1 on a Holiday Weekend	Ridley Scott's epic surprisingly topped Disney Animation's latest for #2. Netflix may not be willing to acknowledge it, but "Maestro" may represent its best platform opening in years.	https://www.indiewire.com/news/box-office/box-office-hunger-games-napoleon-wish-1234929402/	2023-11-26T18:57:35Z	Thanksgiving weekend is normally one of the top-grossing dates. This year, not so much. The debut of two $200 million productions and a second weekend of adequate performance from the “Hunger Games” … [+6813 chars]	HG, Napoleon, Wish	Box							
IndieWire	Bold Speeches from Auteurs and Comfy Couches: IndieWire Honors 2023 Is the Awards Show Like No Other	Honorees like Todd Haynes and Greta Gerwig reflected on the start of their careers, while actress Lily Gladstone uplifted Erica Tremblay's "Fancy Dance."	https://www.indiewire.com/news/events/greta-gerwig-todd-haynes-inside-indiewire-honors-awards-show-1234933126/	2023-12-07T22:00:00Z	IndieWire Honors recognized some of the biggest movies and TV shows of the year last night, including “Barbie,” “Killers of the Flower Moon,” “Beef,” and “John Wick: Chapter 4,” but the filmmakers’ s… [+4420 chars]	NR								
Time	Napoleon Is a Big, Messy Pageant, With Joaquin Phoenix as Its Dad-Humor Emperor	Ridley Scott's historical epic is sometimes boring and pretentious and often a little silly, but there's still something compelling about it. Read TIME's review.	https://time.com/6338326/napoleon-movie-review/	2023-11-22T13:30:00Z	Trust no onenot even mewho tries to tell you Ridley Scotts Napoleon is any good. Good is perhaps not the word to use. Napoleon is a sprawl, a messy pageant, a little crazy and yet perhaps not crazy e… [+6255 chars]	Napoleon	Plot							
ComingSoon.net	Godzilla Minus One Clip Shows Titular Kaiju Chasing a Tugboat	A brand new Godzilla Minus One clip from Toho’s latest live-action Godzilla movie has been released. It features an extended look at one of the action-packed sequences teased in previous trailers. The video shows the titular Kaiju terrorizing a group of men o…	https://www.comingsoon.net/movies/trailers/1400579-godzilla-minus-one-clip-kaiju	2023-11-13T18:27:37Z	A brand new Godzilla Minus One clip from Tohos latest live-action Godzilla movie has been released. It features an extended look at one of the action-packed sequences teased in previous trailers.  T… [+1167 chars]	Godzilla	Promo							
Deadline	‘Godzilla Minus One’ Review: Toho’s Franchise Return Breathes Exciting New Life Into Japan’s Biggest Star	After countless variations and sequels, plus major studio Hollywood versions, Toho is back in the driver’s seat for the first time since 2016 with a new take on the 70-year-old Godzilla franchise, a consistent run far longer than Bond and just about anything …	https://deadline.com/2023/12/godzilla-minus-one-review-tohos-franchise-return-japans-biggest-star-1235647502/	2023-12-01T16:41:21Z	After countless variations and sequels, plus major studio Hollywood versions, Toho is back in the driver’s seat for the first time since 2016 with a new take on the 70-year-old Godzilla franchise, a … [+5206 chars]	Godzilla	Plot							
/FILM	One Of Five Nights At Freddy's Animatronics Caught Fire While Filming	Talk about scary: on the set of the Five Nights at Freddy&amp;#39;s movie, one of the animatronics ended up catching fire. Yikes!	https://www.slashfilm.com/1440863/five-nights-at-freddys-movie-animatronic-caught-fire/	2023-11-25T14:45:39Z	All the lovable characters consisting of Freddy, Bonnie, Chica &amp; The Cupcake, Foxy, and Golden Freddy seem so harmless at first. As the story unfolds in "Five Nights at Freddy's," they all become… [+1730 chars]	FNAF	NR							
Forbes	‘The Marvels’ Makes Box Office History, ‘The Hunger Games’ Eyes #1 Spot	What cost "The Marvels" the box office crown for November, and will "The Hunger Games: The Ballad of Songbirds and Snakes" become the month's box office royalty?	https://www.forbes.com/sites/markhughes/2023/11/16/the-marvels-makes-box-office-history-the-hunger-games-eyes-1-spot/	2023-11-16T13:00:00Z	While Marvel Studios expected The Marvels to blast off to higher box office last weekend, the Captain Marvel sequel from Nia DaCosta still topped the box office for the weekend and officially became … [+7388 chars]	Marvels, HG	Box	MAYBE production bc mention of music of movie?						
Biztoc.com	Martin Scorsese Hosts Robbie Robertson Tribute Concert, With Jackson Browne and Others Paying Musical Homage	In honor of the late Robbie Robertson, whose “Killers of the Flower Moon” score was his final work, Martin Scorsese hosted a private tribute concert Wednesday in Los Angeles that had guests including Joni Mitchell, Leonardo DiCaprio and Lily Gladstone watchin…	https://biztoc.com/x/a867ac28c74648dc	2023-11-16T22:47:20Z	In honor of the late Robbie Robertson, whose Killers of the Flower Moon score was his final work, Martin Scorsese hosted a private tribute concert Wednesday in Los Angeles that had guests including J… [+321 chars]	KOTFM	NR	production/promotion?						
Deadline	Anna Kendrick And ‘Trolls Band Together’ Filmmakers On Nearly A Decade Of Toon Tunes – Contenders Film L.A.	“I think I didn’t realize how lucky I got with this team,” franchise star Anna Kendrick said about DreamWorks Animation’s Trolls Band Together. Speaking at Deadline’s Contenders Film: Los Angeles event, the Oscar nominee said, “I have other friends who have d…	https://deadline.com/2023/11/anna-kendrick-trolls-band-together-music-interview-1235618546/	2023-11-18T22:51:19Z	“I think I didn’t realize how lucky I got with this team,” franchise star Anna Kendrick said about DreamWorks Animation‘s Trolls Band Together.  Speaking at Deadline’s Contenders Film: Los Angeles e… [+1938 chars]	Trolls	Prod							
